"source_link","product_name","brand","model","year","category","location","machine_overview_specs","machine_overview_options","machine_overview_description"
"https://cncmachines.com/cnc-machine-brands","2007HAASSL20T","HAAS","SL20T","2007","CNC Lathe","Florida","Max Swing: 23""  
Max Turning Diameter: 10.3""  
Max Turning Length: 24""  
X Axis Travel: 8.45""  
Z Axis Travel: 20""  
Spindle Speed: 4,000 RPM  
Spindle Motor: 20 HP  
Bar Capacity: 2""  
Chuck Size: 8""  
Turret Tools: 10 Station  
EQUIPPED WITH:  
Haas CNC Control  
Programmable Tailstock  
Tool Setter  
Parts Catcher  
Auto Door  
8"" Chuck  
Includes: Haas Servo 300 Barfeed  
Control Options:  
Rigid Tapping, DNC, M19 Spindle Orientation, Macros, Quick Code, Brushless Barfeeder Interface  
Dimensions: 124"" x 74"" x 75""  
Weight: 9,000 LBS","Haas CNC  
Tool Presetter  
Tailstock  
Bar Feeder  
Parts Catcher","Pre-owned 2007 HAAS SL20T [CNC Lathe](https://cncmachines.com/cnc-lathe/l) with Haas Servo 300 CNC Bar Feed has below average cutting time and is equipped with a Haas CNC control, Tailstock, Tool Pre-Setter, Parts Catcher, and Haas Servo 300 Bar Feed. Well equipped for most production runs and this CNC turning center is fully operational with no mechanical issues or deficiencies. This Haas SL20T CNC Lathe is currently under power and located in Sarasota, Florida. This HAAS CNC Lathe is available for a limited time. Get a quote today on this SL20T before it's gone."
"https://cncmachines.com/cnc-machine-brands","2007LASERPROSPIRITGX","LASERPRO","SPIRITGX","2007","Laser","USA","X Axis Travel: 31""  
Y Axis Travel: 20""  
Z Axis Travel: 1""  
Cooling Air-cooled, Operating environment temperature 15°-30°C (60°-86°F)  
Drive Closed-loop DC Servo control  
Maximum Motor Speed 60 IPS\*\*  
Speed Control Adjustable from 0.1-100% (Up to 16 color-linked speed settings per job)  
Power Control Adjustable from 0-100% (Up to 16 color-linked power settings per job)  
Engraving Capability 256-level gray scale image processing capability  
Distance Accuracy 0.254 mm or 0.1% of move, whichever is greater  
Z-Axis Movement Automatic  
Dimensions: 44"" x 29"" x 40""","","Pre-owned LASERPRO SPIRITGX 2007 [Laser](https://cncmachines.com/laser/l). This Laser has average cutting time and is equipped with a MS Windows control. This CNC Machine is currently located in USA. This LASERPRO Laser is available for a limited time. Get a quote today on this
SPIRITGX
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2007CUBICGTV27","CUBIC","GTV27","2007","CNC Lathe","USA","Bar Capacity: 1.062""  
Chuck Size: 5.3""  
Spindle Speed: 6,000 RPM  
Max Turning Length: 7""  
Spindle Motor: 7.3 HP  
Weight: 3,750 LBS  
Turret Tools: 6 Station  
Rapid Rate X Axis: 800 IPM  
Rapid Rate Z Axis: 800 IPM  
X Axis Travel: 12""  
Z Axis Travel: 7""","Fanuc   
Bar Feeder","Pre-owned CUBIC GTV27 2007 [CNC Lathe](https://cncmachines.com/cnc-lathe/l). This CNC Lathe has average cutting time and is equipped with a Fanuc  control. This CNC Machine is currently located in USA. This CUBIC CNC Lathe is available for a limited time. Get a quote today on this
GTV27
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2007HACOTUR630AMN 3000","HACO","TUR630AMN 3000","2007","CNC Lathe","USA","Bar Capacity: 5.5""  
Chuck Size: 16""  
Spindle Speed: 1,850 RPM  
Spindle Motor: 24.8 HP  
X Axis Travel: 15.35""  
Z Axis Travel: 118""  
Rapid Rate Z Axis: 315 IPM  
Turret Tools: 1 Station  
Rapid Rate X Axis: 315 IPM  
Max Turning Dia: 17""  
Max Turning Length: 118""  
Max Swing: 24.8""  
Distance Between Centers: 118""  
Swing Over Saddle: 14.56""  
Number Of Speed Ranges: 2  
Max. Workpiece Weight in Chuck: 1,322 LBS.  
Max. Workpiece Weight: 4,400 LBS.  
Max. Workpiece Weight: (using Steady Rests): 6,600 LBS.  
Dimensions: 205"" x 91"" x 70""  
Weight: 11,795 LBS","Tailstock  
Siemens Sinumerik 840D SL ShopTurn Control  
Chuck 16” 3 Jaw Steel Bison 435-367 2pc Jaws   
Tool Post Quick Change Tool Post   
2PC OD toolholders 1"" square capacity   
1PC Steady Rest 0-6.25""   
1PC Steady Rest 6.25-15.1” capacity","On offer is a gently used 2007 Haco TUR630AMN 3000 CNC Lathe which has been operating for remarkably low hours, showcasing its superior condition. This machine has distinct stability when working with extended boring bars. Additionally, you can conveniently adjust spindle speed while threading. The thread repair feature is also commendable, thanks to the exceptional thread pickup. This gem is currently being sold because we unfortunately no longer have the business to back it.
This machine is currently under operation and ready for immediate inspection. This Haco CNC lathe comes with two steady rests, one with a 0-6.25"" capacity, the other with a 6.25-15.1” capacity, providing versatility in handling different workpieces. You will also have at your disposal two OD toolholders, each with a 1"" square capacity promising to perfectly accommodate your tooling needs.
The machine has a history of being used for oil field low volume job shop work, suggesting it can withstand heavy-duty machining tasks. It also comes with desirable upgrades and options. This includes a Tailstock, Siemens Sinumerik 840D SL ShopTurn Control for precise and easy control, a 16” 3 Jaw Steel Bison 435-367 2pc Jaws for solid workpiece holding, a Tool Post Quick Change Tool Post for rapid tool changing, and additional OD toolholders and Steady Rests as mentioned above.
The product's current location is in Edmonton, Canada. We invite any potential buyers to come and inspect the machine and witness its superior state. Please note, the machine is available for immediate purchase and dispatch, addressing your urgent machining needs. We assure potential buyers that this machine is a worthy investment that will pay off in no time. Do not hesitate to contact us for more information."
"https://cncmachines.com/cnc-machine-brands","2007HAASSL10","HAAS","SL10","2007","CNC Lathe","Oregon","Bar Capacity: 1.75""  
Spindle Speed: 6,000 RPM  
Spindle Motor: 15 HP  
X Axis Travel: 7.9""  
Z Axis Travel: 16""  
Rapid Rate Z Axis: 1,200 IPM  
Turret Tools: 12 Station  
Rapid Rate X Axis: 1,200 IPM  
Max Turning Dia: 14""  
Max Turning Length: 16""  
Dimensions: 94"" x 62"" x 72""  
Weight: 7,900 LBS  
5C Collet Nose  
Approx 30 5C Collets","HAAS CNC Control  
Tool Presetter  
Bar Feeder  
Parts Catcher  
BOT 12 station Turret  
Chip Auger","Pre-owned HAAS SL10 2005 [CNC Lathe](https://cncmachines.com/cnc-lathe/l). This CNC Lathe has average cutting time and is equipped with a HAAS CNC Control control. This CNC Machine is currently located in USA. This HAAS CNC Lathe is available for a limited time. Get a quote today on this
SL10
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2007HAASVF3SS","HAAS","VF3SS","2007","Vertical Machining Center","California","X Axis Travel: 40""  
Y Axis Travel: 20""  
Z Axis Travel: 25""  
Rapid Rate X Axis: 1,400 IPM  
Rapid Rate Y Axis: 1,400 IPM  
Rapid Rate Z Axis: 1,400 IPM  
Spindle Nose to Table: 4.2""-29.2""  
Max Table Load: 1,750 LBS  
Spindle Motor: 30 HP  
Spindle Speed: 12,000 RPM  
Spindle Taper: 40 CT  
Tool Changer: 24 ATC  
Max Torque: 90 Ftlbs  
T Slot: 0.63""  
Max Cutting: 833 ipm  
Max Thrust X: 3085 lbf  
Max Thrust Y: 3085 lbf  
Max Thrust Z: 3923 lbf  
Max Tool Weight: 12 lb  
Tool-to-Tool (avg): 2.8 s  
Chip-to-Chip (avg): 3.6 s  
Table Size: 48"" x 18""  
Dimensions: 131"" x 92"" x 101""  
Weight: 11,720 LBS","HAAS CNC Control  
Programmable Coolant  
4th Axis Ready  
12,000 RPM Spindle  
LED Lights  
Chip Auger  
USB Port  
Sidemount Tool Changer","If you’re in California and in need of a top-tier machining center, you might have just stumbled upon a prime pick. On sale is a 2007 HAAS VF3SS Vertical Machining Center, which is currently in sublime condition. Standing tall from over a decade of operation, this machine packs more than just vintage charm. It speaks to HAAS's esteemed heritage of engineering cutting-edge, lasting machinery. The VF3SS model is favored for its fusion of speed, precision, and flexibility, which can uplift an extensive range of manufacturing tasks. The Haas machinery has been meticulously preserved, showing little signs of wear and tear. Furthermore, it's presently available for you to sidestep any lengthy waiting times.
The real lure of this HAAS VF3SS lies in the options and upgrades it presents. One such feature is the Programmable Coolant. Customizable to your requirements, this upgrade provides precise control over the coolant flow rate and direction. Plus, its high-pressure capabilities safeguard tools, ensuring the longevity of your investments.
Features like being 4th Axis ready broaden the scope of application versatility, allowing for increased parts complexity. Embedded alongside is a high-speed 12,000 RPM Spindle, which promotes rapid material removal. The spindle performs with an impressive degree of accuracy, yielding immaculate finishes with every task.
What's more, user convenience sees a significant boost with inclusion of LED lights. They provide clear visibility over your work, assuring error-free outcomes. Working in combination with the Chip Auger, which automates chip removal, these features significantly reduce maintenance efforts and downtime.
Another integral asset of this machine is its sidemount tool changer. This inclusion heightens the machine's productivity by minimizing tool changeover time. Notably, the HAAS VF3SS comes equipped with a modern USB Port. This add-on refines user experiences by enabling convenient program uploads and an easier interface.
In conclusion, this 2007 HAAS VF3SS Vertical Machining Center leaves no stone unturned in offering comprehensive solutions for diverse machining needs. It strikes an ideal balance between the admirable longevity of HAAS design and substantial upgrades for the modern era. It's more than just a tool – it's a strategic investment that can drive your operations to new heights."
"https://cncmachines.com/cnc-machine-brands","2007MIGHTY VIPERVT33BL","MIGHTY VIPER","VT33BL","2007","CNC Lathe","USA","Bar Capacity: 10""  
Chuck Size: 15""  
Spindle Speed: 2,000 RPM  
Spindle Motor: 50 HP  
X Axis Travel: 1.5""  
Z Axis Travel: 79.9""  
Turret Tools: 12 Station  
Max Turning Dia: 33""  
Max Turning Length: 72""  
Max Swing: 35""  
Dimensions: 147"" x 80"" x 90""  
Weight: 18,000 LBS","18i  
Chip Conveyor  
Tailstock  
Vt50 2000 bed   
28"" chuck 3 jaw and 4 jawd  
10.75 thru bore","Pre-owned MIGHTY VIPER VT33BL 2007 [CNC Lathe](/cnc-lathe/l). This CNC Lathe has average cutting time and is equipped with a 18i control. This CNC Machine is currently located in USA. This MIGHTY VIPER CNC Lathe is available for a limited time. Get a quote today on this
VT33BL
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2007HAASEC400","HAAS","EC400","2007","Horizontal Machining Center","Montana","X Axis Travel: 22""  
Y Axis Travel: 25""  
Z Axis Travel: 22""  
Rapid Rate X Axis: 1,400 IPM  
Rapid Rate Y Axis: 1,400 IPM  
Rapid Rate Z Axis: 1,400 IPM  
Spindle Speed: 12,000 RPM  
Spindle Motor: 30 HP  
Spindle Taper: 40 CT  
Tool Changer: 40 ATC  
Pallet Size: 15.75"" x 15.75""  
Weight: 24,480 LBS","HAAS CNC Control  
Coolant Thru Spindle  
360 Deg. Indexing Table  
Indexable 4-axis  
Dual pallet changer  
Chip Auger","Pre-owned HAAS EC400 2007 [Horizontal Machining Center](https://cncmachines.com/horizontal-machining-center/l). This Horizontal Machining Center has average cutting time and is equipped with a HAAS CNC Control control. This CNC Machine is currently located in USA. This HAAS Horizontal Machining Center is available for a limited time. Get a quote today on this
EC400
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2007DOOSANDMV4020","DOOSAN","DMV4020","2007","Vertical Machining Center","Ohio","X Axis Travel: 40""  
Y Axis Travel: 20""  
Z Axis Travel: 25""  
Rapid Rate X Axis: 1,181 IPM  
Rapid Rate Y Axis: 1,181 IPM  
Rapid Rate Z Axis: 1,181 IPM  
Max Table Load: 1,800 LBS  
Spindle Motor: 20 HP  
Spindle Speed: 8,000 RPM  
Spindle Taper: 40 CT  
Tool Changer: 21 ATC  
Spindle Nose to Table (Min.- Max.): 5.87? – 26.3?  
Max Tool Weight: 17.6 lbs  
Max Tool Length: 11.8?  
Max Tool Dia.: 5.9?  
Tool Change Time: 1.5 second  
Table Size: 47"" x 20""  
Weight: 16,500 LBS","Fanuc 21i-TB  
Chip Conveyor  
Coolant Thru Spindle  
Box ways","Pre-owned DOOSAN DMV4020 2007 [Vertical Machining Center](https://cncmachines.com/vertical-machining-center/l). This Vertical Machining Center has average cutting time and is equipped with a CNC control. This CNC Machine is currently located in USA. This DOOSAN Vertical Machining Center is available for a limited time. Get a quote today on this
DMV4020
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2007MULTICAM3000","MULTICAM","3000","2007","Router","Kansas","X Axis Travel: 80""  
Y Axis Travel: 122""  
Z Axis Travel: 12""  
Spindle Speed: 32,000RPM  
Spindle Motor: 5HP  
Z-Axis Clearance 6”  
Cut Speed 1400 IPM 35.5 MPM  
Rapid Traverse 2500 IPM 63.5 MPM  
Drive System: (X,Y) Rack & Pinion  
Drive System (Z) Ball Screw   
Dimensions: 172"" x 115"" x 77""  
Weight: 6,000 LBS  
Power Requirements: 208 3 Phase / 37.5 amps","MultiCam Control   
Vacuum System  
Hold Down  
1x Z axis Carriage(s)  
Collet Spindle  
Oscillating Knife  
MultiVision  
Teknic Servo Drive System  
Head 1 Spindle Type = 29  
DUST COLLECTOR NOT INCLUDED","Step into a world of precision, accuracy, and productivity with our top-notch 2007 Multicam 3000 CNC Router, a pre-owned piece of equipment that has been meticulously maintained and integrated with a fine blend of quality craftsmanship and contemporary technology. The crucial strength of this device can be noted in its marvelous precision and high productivity rate. This will be a noteworthy addition to your workshop that will assuredly provide a significant boost to your business. For enthusiasts and professionals alike, the 2007 Multicam 3000 CNC Router offers a new perspective towards craftsmanship. Step up your work performance with the utmost confidence and transform your manufacturing journey into an epitome of industrial success."
"https://cncmachines.com/cnc-machine-brands","2007DMGDMC 125 U DUOBLOCK","DMG","DMC 125 U DUOBLOCK","2007","Horizontal Machining Center","Texas","X Axis Travel: 49""  
Y Axis Travel: 39""  
Z Axis Travel: 39""  
Spindle Speed: 10,000 RPM  
Spindle Taper: 50 CT  
Spindle Motor: 37.5 HP  
Rapid Rate Y Axis: 1,574 IPM  
Rapid Rate X Axis: 1,574 IPM  
Rapid Rate Z Axis: 1,574 IPM  
Tool Changer: 120 ATC  
Max Pallet Load: 3306 LBS  
B-Axis Travel: 190 Degrees  
C-Axis Travel: Full C-Axis  
Max Workpiece Diameter: 49.2""  
Max Workpiece Height: 48.42""  
Max Spindle Torque: 89 lb/ft  
Spindle Bearing Diameter Front/Rear: 3.15"" / 2.16""  
Max Tool Weight: 22 lbs  
Max Tool Diameter: 3.94"" / 6.3""  
Max Tool Length: 17.72""  
Pallet Size: 39.4"" x 31.5""  
Weight: 33,000 LBS","Chip Conveyor  
Probe  
360,000 Full 4th  
Pallet Pool/FMS  
5 Axis  
Heidenhain Millplus IT Control  
10,000 RPM Spindle  
B Axis  
120 Position Automatic Tool Changer  
RS4 Pallet System  
Mist And Smoke Separator","For sale – a 2007 DMG DMC 125 U DUOBLOCK Horizontal Machining Center, which can be located in Texas. This machine, boasting well-maintained operability according to its owner, could potentially become an invaluable asset to your processing operations. While the current owner is looking to sell due to non-utilization, this presents a prime opportunity for you to acquire this model that stands at the forefront of machining technology. The DMC 125 U DUOBLOCK is poised and ready to tackle a multitude of industrial tasks with its comprehensive feature set. It offers a full 4th 360,000 rotation, permitting for detailed and intricate work from every conceivable angle. The 5-axis setup further encourages versatility, enabling easy handling of complex parts that necessitate advanced multi-axis motions. Functioning with a Heidenhain Millplus IT Control, the machining center guarantees clear and uncomplicated command over the industrial processes. The control system, known for its user-friendly interface and accurate controlling, helps you to maintain careful supervision over machining operations. The model is equipped with a 10,000 RPM Spindle, yielding precision work at high speeds. The B Axis offers another axis of motion, which increases the precision and fluidity of operations. The 120 Position Automatic Tool Changer improves productivity by reducing downtime, allowing a wide array of tools to be readily available and switched out with minimum time wastage. This machine comes with an RS4 Pallet System designed for managing high-volume workloads. The system provides easy handling of diverse workpieces, making it ideal for multipurpose factories. Additionally, the machine has a built-in mist and smoke separator to ensure a safer and cleaner working environment. Outfitted with a Chip Conveyor, this machine aids in maintaining a clean working environment by efficiently managing the by-products of the machining process. The conveyor works to remove the chips from the machine, aiding in preventing any potential damage to the machine and the workpiece. While the tool holders are not included in this offering, this 2007 DMG DMC 125 U DUOBLOCK Horizontal Machining Center remains a robust choice for any production line that values wide-ranging performance capabilities and top-tier technology. If this proven and optimally utilized machining center meets your necessities, remember that it's available immediately. Be sure to grab this chance to enhance your production line with a machine that exemplifies remarkable German engineering."
"https://cncmachines.com/cnc-machine-brands","2007CHEVALIERFCL 820","CHEVALIER","FCL 820","2007","CNC Lathe","New Jersey","Bar Capacity: 2.047""  
Chuck Size: 8""  
Spindle Speed: 4,500 RPM  
Spindle Motor: 15 HP  
X Axis Travel: 6.9""  
Z Axis Travel: 20.47""  
Rapid Rate Z Axis: 1,181 IPM  
Turret Tools: 10 Station  
Rapid Rate X Axis: 1,181 IPM  
Max Turning Dia: 11""  
Max Turning Length: 20""  
Max Swing: 18.9""  
Spindle Mount: A2-6  
Hole Thru Spindle: 2.44""  
Tool Size: 3/4 X 3/4  
Tool Size Round: 1.25  
Tailstock Taper MT#4  
Dimensions: 113"" x 69"" x 63""  
Weight: 8,470 LBS","Chip Conveyor  
Tailstock  
Fanuc Series Oi-TC Control","Greetings potential buyers, On offer here is a pre-owned 2007 CHEVALIER CNC lathe, which is sure to add valuable capability to any machine shop or manufacturing setting. Acquired from its original location of Southern New Jersey, this machine stands as proof of CHEVALIER's reputation for durable and high-performance products. The machine boasts a total power-on time of 12,941 hours, of which it has had only 800 hours of cutting time. This low cutting time is a testament to the machine's effective design and longevity. The machine comes with several notable upgrades, such as a Chip Conveyor, Tailstock, and a Fanuc Series Oi-TC Control system. The control system, specially designed by Fanuc, will provide users with an intuitive and easy-to-use interface for programming and managing the lathe operations. Specifications for this lathe include a bar capacity of 2.047”, an 8” chuck size, and a maximum spindle speed of 4,500 RPM. For those requiring a robust spindle motor, this lathe provides a 15 HP motor. The X axis has a travel range of 6.9"", while the Z axis has a slightly larger range, topping out at 20.47"". This enables the lathe to handle a variety of machining tasks. This lathe is also designed for quick operations, boasting a rapid rate for both the X and Z axes of 1,181 IPM. The turret cassette can house a total of 10 tools, allowing for versatile machining operations. The machine’s capacity for sizable workpieces is noteworthy, with a max turning diameter of 11"", max turning length of 20"", and a max swing of 18.9"". Other parameters to note include a spindle mount of A2-6, a hole through spindle of 2.44"", as well as a tool size of 3/4 X 3/4 and tool size round of 1.25. The machine's tailstock taper is MT#4. Dimension-wise, this LATHE requires a floor space of 113"" x 69"" x 63"" and weighs 8,470 LBS. Potential buyers should take into account the necessary space required for the machine within their premises. In sum, this CHEVALIER product presents a valuable asset to any operation requiring high precision and control. It brings all the quality engineering and design CHEVALIER is known for and is available for immediate purchase and integration into a new production environment."
"https://cncmachines.com/cnc-machine-brands","2007HAASVF2SS","HAAS","VF2SS","2007","Vertical Machining Center","New York","X Axis Travel: 30""  
Y Axis Travel: 16""  
Z Axis Travel: 20""  
Rapid Rate X Axis: 1,400 IPM  
Rapid Rate Y Axis: 1,400 IPM  
Rapid Rate Z Axis: 1,400 IPM  
Max Table Load: 1,500 LBS  
Spindle Motor: 30 HP  
Spindle Speed: 12,000 RPM  
Spindle Taper: 40 CT  
Tool Changer: 24 ATC  
Max Cutting 833 ipm  
Max Weight 1500 lb  
Max Thrust X 1995 lbf   
Max Thrust Y 1995 lbf   
Max Thrust Z 3085 lbf  
Chip-to-Chip 3.6 s  
Coolant Cap 55 gal  
Amps 3 Phase 35A (High)  
Table Size: 36"" x 18""  
Dimensions: 106"" x 101"" x 101""  
Weight: 7,800 LBS","HAAS CNC Control  
Chip Auger","Pre-owned HAAS VF2SS 2007 [Vertical Machining Center](https://cncmachines.com/vertical-machining-center/l). This Vertical Machining Center has average cutting time and is equipped with a CNC control. This CNC Machine is currently located in USA. This HAAS Vertical Machining Center is available for a limited time. Get a quote today on this
VF2SS
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2007HAASVF3","HAAS","VF3","2007","Vertical Machining Center","California","X Axis Travel: 40""  
Y Axis Travel: 20""  
Z Axis Travel: 25""  
Rapid Rate X Axis: 1,000 IPM  
Rapid Rate Y Axis: 1,000 IPM  
Rapid Rate Z Axis: 1,000 IPM  
Max Table Load: 3,500 LBS  
Spindle Motor: 30 HP  
Spindle Speed: 10,000 RPM  
Spindle Taper: 40 CT  
Tool Changer: 20 ATC  
Max Torque 90 ft-lbf  
Max Cutting 650 ipm  
Max Thrust X 2550 lbf  
Max Thrust Y 2550 lbf  
Max Thrust Z 4200 lbf  
Max Tool Diameter 3.5""  
Max Tool Weight 12 lbs  
Tool-to-Tool 4.2 s   
Chip-to-Chip 4.5 s  
Table Size: 48"" x 18""  
Weight: 11,720 LBS","HAAS CNC Control  
Probe  
Programmable Coolant  
4th Axis Rotary Table  
5 Axis  
TR160 + HRT210  
10,000 RPM Spindle  
Rigid Tapping  
High Pressure Coolant Pump  
Chip Auger","2007 HAAS VF3 Vertical Machining Center with options and upgrades to enhance its performance and functionality. This machine is undoubtedly the right choice for manufacturers looking to expand their capabilities and elevate productivity. Equipped with the HAAS CNC Control system, this machine provides intuitive and user-friendly operation. The easy-to-use conversational programming minimizes the learning curve and maximizes your ability to create precise and intricate parts. The control system is well-suited for first-time users and seasoned operators alike, making it an ideal addition to your machine shop. One of the noteworthy upgrades of this machining center is the inclusion of a probe system, which enables quick and accurate part setup, and in-process measurements - reducing the risk of scrapped parts and ensuring precision with every use. Additionally, the programmable coolant system allows you to customize the flow of coolant to cater to your specific machining needs. This feature optimizes the cooling process, preserving your cutting tools, and ultimately improving part quality. The 4th Axis Rotary Table equips this VF3 with the ability to machine parts with complex geometries with remarkable precision. This upgrade allows a seamless transition between different machining operations and minimizes error, providing an ideal solution for creating high-quality parts in a single setup. Furthermore, the 5 Axis functionality (TR160 + HRT210) enhances the machine's capabilities, letting you take on challenging projects without limitations. This HAAS VF3 boasts a 10,000 RPM spindle, facilitating the use of high-speed machining techniques, and resulting in shorter cycle times. Combined with the rigid tapping feature, you can expect precision threads and superior finishes in your workpieces. The high-speed spindle minimizes tool wear and optimizes cutting conditions for softer materials, while the rigid tapping function ensures you can meet the most demanding specifications in threading applications all with confidence. A vital component of any machining center is its coolant system. This 2007 HAAS VF3 comes with a high-pressure coolant pump, providing excellent chip evacuation, and maintaining the reliability of the machining center. Coupled with the chip auger, it ensures a clean and safe environment by effectively managing chip accumulation and disposal swiftly. Overall, the 2007 HAAS VF3 Vertical Machining Center has everything you need to tackle complex machining jobs with precision and flexibility. This machine provides a dynamic range of capabilities to your production line, delivering optimal performance while staying user-friendly. So, take the opportunity to enhance your manufacturing abilities and bring this exceptional machine into your workshop today. Your success awaits with the HAAS VF3 Vertical Machining Center!"
"https://cncmachines.com/cnc-machine-brands","2007OKUMALB35II","OKUMA","LB35II","2007","CNC Lathe","Louisiana","Bar Capacity: 7""  
Chuck Size: 18""  
Spindle Speed: 3,200 RPM  
Spindle Motor: 40 HP  
X Axis Travel: 17.72""  
Z Axis Travel: 33""  
Rapid Rate Z Axis: 591 IPM  
Turret Tools: 12 Station  
Rapid Rate X Axis: 787 IPM  
Max Turning Length: 33""  
Max Swing: 27.56""  
Dimensions: 157"" x 102"" x 86""  
Weight: 21,000 LBS","OSP P200L  
Chip Conveyor  
Tailstock  
18"" SMW Air Chuck  
3 Jaw Manual Rear Chuck  
Steady Rest","Pre-owned 2007 OKUMA LB35II CNC Lathe located in East Texas for sale. Featuring a CNC Control OSP P200L, this CNC Lathe offers a high level of precision and accuracy, ensuring that your projects are completed with the utmost quality. This feature-packed machine comes equipped with several options and upgrades, including a Chip Conveyor, Tailstock, 18"" SMW Air Chuck, 3 Jaw Manual Rear Chuck, and a Steady Rest. The Chip Conveyor allows for efficient removal of chips and debris, making cleanup a breeze. The Tailstock provides additional support for longer workpieces, helping to ensure consistent results. An 18"" SMW Air Chuck ensures that your workpiece is securely held in place, further increasing accuracy and reducing the risk of errors. The 3 Jaw Manual Rear Chuck provides additional support for finishing operations, while the Steady Rest provides stability for larger diameter workpieces. This OKUMA LB35II CNC Lathe has the capability to meet your production needs. Its robust construction and advanced features ensure that this machine will be a valuable addition to your shop for years to come. Don't miss out on this opportunity to purchase this 2007 OKUMA LB35II CNC Lathe with OSP P200L CNC Control, Chip Conveyor, Tailstock, 18"" SMW Air Chuck, 3 Jaw Manual Rear Chuck, and Steady Rest."
"https://cncmachines.com/cnc-machine-brands","2007HAASVM6","HAAS","VM6","2007","Vertical Machining Center","Indiana","X Axis Travel: 64""  
Y Axis Travel: 32""  
Z Axis Travel: 30""  
Rapid Rate X Axis: 540 IPM  
Rapid Rate Y Axis: 600 IPM  
Rapid Rate Z Axis: 600 IPM  
Table Size: 64"" x 28""  
Max Table Load: 4,000 LBS  
Spindle Motor: 30 HP  
Spindle Speed: 12,000 RPM  
Spindle Taper: 40 CT  
Tool Changer: 24 ATC  
Max Tool Diameter 2.5""  
Max Tool Diameter 5""  
Max Tool Length 16""  
Max Tool Weight 12 lb  
Tool-to-Tool 2.8 s   
Chip-to-Chip 3.6 s  
Dimensions: 195"" x 105"" x 130""  
Weight: 24,000 LBS","Programmable Coolant  
Side Mount Tool Changer  
Chip Auger","Pre-owned HAAS VM6 2007 [Vertical Machining Center](https://cncmachines.com/vertical-machining-center/l). This Vertical Machining Center has average cutting time and is equipped with a CNC control. This CNC Machine is currently located in USA. This HAAS Vertical Machining Center is available for a limited time. Get a quote today on this
VM6
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2007YOU JIHMC500","YOU JI","HMC500","2007","Horizontal Machining Center","Texas","X Axis Travel: 32""  
Y Axis Travel: 30""  
Z Axis Travel: 32""  
Rapid Rate X Axis: 1,181 IPM  
Rapid Rate Y Axis: 1,181 IPM  
Rapid Rate Z Axis: 1,181 IPM  
Pallet Size: 20""x20""""  
Max Pallet Load: 1100 LBS  
Spindle Speed: 8,000 RPM  
Spindle Motor: 25 HP  
Spindle Taper: 50 CT  
Tool Changer: 40 ATC  
Dimensions: 150"" x 196"" x 120""  
Weight: 28,600 LBS","Fanuc  
Chip Conveyor","This 2007 YOU JI HMC500 Horizontal Machining Center is a great choice for any shop looking for a machining center. This machine is equipped with a Fanuc CNC control, making it easy to program and operate. It has a spindle speed of up to 10,000 RPM and a table size of 500mm x 500mm, allowing for a wide range of machining operations. The machine also features a 24-tool ATC, allowing for quick tool changes and increased productivity. This machine is in excellent condition and has been well maintained. It has been regularly serviced and all components are in good working order. The machine is also equipped with a chip conveyor, making it easy to keep the work area clean and free of debris. This machine is perfect for any shop looking for a reliable and efficient machine. It is capable of performing a wide range of machining operations and is easy to program and operate. With its 24-tool ATC and chip conveyor, it is sure to increase productivity and keep the work area clean. If you are looking for a reliable and efficient machine, this 2007 YOU JI HMC500 Horizontal Machining Center is the perfect choice."
"https://cncmachines.com/cnc-machine-brands","2007YOU JIHMC500","YOU JI","HMC500","2007","Horizontal Machining Center","Texas","X Axis Travel: 32""  
Y Axis Travel: 30""  
Z Axis Travel: 32""  
Rapid Rate X Axis: 1,181 IPM  
Rapid Rate Y Axis: 1,181 IPM  
Rapid Rate Z Axis: 1,181 IPM  
Pallet Size: 20""x20""""  
Max Pallet Load: 1100 LBS  
Spindle Speed: 8,000 RPM  
Spindle Motor: 25 HP  
Spindle Taper: 50 CT  
Tool Changer: 40 ATC  
Dimensions: 150"" x 196"" x 120""  
Weight: 28,600 LBS","Fanuc  
Chip Conveyor","Pre-owned YOU JI HMC500 2007 [Horizontal Machining Center](https://cncmachines.com/horizontal-machining-center/l). This Horizontal Machining Center has average cutting time and is equipped with a Fanuc control. This CNC Machine is currently located in Texas. This YOU JI Horizontal Machining Center is available for a limited time. Get a quote today on this HMC500 before it's gone.
Pallet Change Video: <https://youtube.com/shorts/jTxtqBZadUo?feature=share>
Video: <https://youtube.com/shorts/jTxtqBZadUo>"
